Entry	Gene Name	TCDB
P57727	TMPRSS3	8.A.131.1.1;
P57729	RAB38	Unknown
P57730	CARD18	Unknown
P57735	RAB25	Unknown
P57737	CORO7	Unknown
P57738	TCTA	Unknown
P57739	CLDN2	Unknown
P57740	NUP107	1.I.1.1.3;
P57764	GSDMD	1.C.123.1.1;
P57768	SNX16	3.A.34.1.1;
P57771	RGS8	Unknown
P57772	EEFSEC	Unknown
P57789	KCNK10	Unknown
P57796	CABP4	Unknown
P58004	SESN2	Unknown
P58005	SESN3	Unknown
P58012	FOXL2	Unknown
P58107	EPPK1	Unknown
P58215	LOXL3	Unknown
P58304	VSX2	Unknown
P58335	ANTXR2	Unknown
P58340	MLF1	Unknown
P58397	ADAMTS12	Unknown
P58400	NRXN1	Unknown
P58401	NRXN2	Unknown
P58418	CLRN1	9.A.46.1.1;
P58499	FAM3B	Unknown
P58546	MTPN	Unknown
P58743	SLC26A5	2.A.53.2.19;
P58753	TIRAP	8.A.43.1.22;
P58876	H2BC5	Unknown
P59044	NLRP6	Unknown
P59046	NLRP12	Unknown
P59047	NLRP5	Unknown
P59103	DAOA	Unknown
P59190	RAB15	Unknown
P59510	ADAMTS20	Unknown
P59542	TAS2R19	9.A.14.17.1;
P59665	DEFA1	1.C.19.1.1;
P59666	DEFA3	Unknown
P59768	GNG2	Unknown
P59773	MINAR2	Unknown
P59780	AP3S2	Unknown
P59817	ZNF280A	Unknown
P59827	BPIFB4	Unknown
P59901	LILRA4	Unknown
P59910	DNAJB13	Unknown
P59923	ZNF445	Unknown
P59942	MCCD1	Unknown
P59990	KRTAP12-1	Unknown
P59991	KRTAP12-2	Unknown
P59998	ARPC4	Unknown
P60002	ELOF1	Unknown
P60006	ANAPC15	Unknown
P60008	H1-9P	Unknown
P60014	KRTAP10-10	Unknown
P60022	DEFB1	1.C.85.1.1;
P60033	CD81	8.A.40.1.1;
P60059	SEC61G	3.A.5.9.1;
P60174	TPI1	Unknown
P60201	PLP1	9.B.38.1.4;
P60228	EIF3E	Unknown
P60321	NANOS2	Unknown
P60323	NANOS3	Unknown
P60328	KRTAP12-3	Unknown
P60329	KRTAP12-4	Unknown
P60368	KRTAP10-2	Unknown
P60370	KRTAP10-5	Unknown
P60371	KRTAP10-6	Unknown
P60372	KRTAP10-4	Unknown
P60409	KRTAP10-7	Unknown
P60410	KRTAP10-8	Unknown
P60411	KRTAP10-9	Unknown
P60412	KRTAP10-11	Unknown
P60468	SEC61B	1.A.156.1.1;3.A.5.9.1;
P60484	PTEN	1.A.51.2.4;
P60507	ERVFC1	Unknown
P60508	ERVFRD-1	1.G.9.1.2;
P60510	PPP4C	Unknown
P60520	GABARAPL2	Unknown
P60568	IL2	Unknown
P60602	ROMO1	1.A.111.1.1;
P60604	UBE2G2	Unknown
P60660	MYL6	Unknown
P60709	ACTB	Unknown
P60763	RAC3	Unknown
P60842	EIF4A1	Unknown
P60852	ZP1	Unknown
P60866	RPS20	Unknown
P60880	SNAP25	1.F.1.1.1;
P60891	PRPS1	Unknown
P60896	SEM1	Unknown
P60900	PSMA6	Unknown
P60903	S100A10	8.A.81.1.2;
P60953	CDC42	Unknown
P60981	DSTN	Unknown
P61006	RAB8A	Unknown
P61009	SPCS3	Unknown
P61011	SRP54	3.A.5.9.1;
P61018	RAB4B	Unknown
P61019	RAB2A	Unknown
P61020	RAB5B	Unknown
P61024	CKS1B	Unknown
P61026	RAB10	8.A.248.1.3;8.A.248.1.4;
P61073	CXCR4	9.A.14.13.17;
P61077	UBE2D3	Unknown
P61081	UBE2M	Unknown
P61086	UBE2K	Unknown
P61088	UBE2N	Unknown
P61106	RAB14	Unknown
P61158	ACTR3	Unknown
P61160	ACTR2	Unknown
P61163	ACTR1A	Unknown
P61165	TMEM258	9.B.142.3.17;
P61201	COPS2	Unknown
P61204	ARF3	Unknown
P61218	POLR2F	Unknown
P61221	ABCE1	3.A.1.31.4;
P61224	RAP1B	Unknown
P61225	RAP2B	Unknown
P61244	MAX	Unknown
P61247	RPS3A	Unknown
P61254	RPL26	Unknown
P61266	STX1B	Unknown
P61278	SST	Unknown
P61289	PSME3	Unknown
P61296	HAND2	Unknown
P61313	RPL15	Unknown
P61326	MAGOH	3.A.18.1.1;
P61328	FGF12	Unknown
P61353	RPL27	Unknown
P61366	OSTN	Unknown
P61371	ISL1	Unknown
P61421	ATP6V0D1	3.A.2.2.4;
P61457	PCBD1	Unknown
P61513	RPL37A	Unknown
P61586	RHOA	8.A.92.1.19;
P61587	RND3	Unknown
P61599	NAA20	Unknown
P61601	NCALD	Unknown
P61604	HSPE1	Unknown
P61619	SEC61A1	3.A.5.9.1;
P61626	LYZ	Unknown
P61647	ST8SIA6	Unknown
P61758	VBP1	Unknown
P61764	STXBP1	1.F.1.1.3;
P61769	B2M	9.A.75.1.2;
P61803	DAD1	9.B.142.3.17;
P61812	TGFB2	Unknown
P61916	NPC2	2.A.6.6.1;
P61923	COPZ1	Unknown
P61925	PKIA	Unknown
P61927	RPL37	Unknown
P61952	GNG11	Unknown
P61956	SUMO2	Unknown
P61960	UFM1	Unknown
P61962	DCAF7	Unknown
P61964	WDR5	Unknown
P61966	AP1S1	9.B.278.1.1;
P61968	LMO4	Unknown
P61970	NUTF2	Unknown
P61978	HNRNPK	Unknown
P61981	YWHAG	8.A.98.1.11;
P62068	USP46	Unknown
P62070	RRAS2	Unknown
P62072	TIMM10	Unknown
P62079	TSPAN5	Unknown
P62081	RPS7	Unknown
P62136	PPP1CA	Unknown
P62140	PPP1CB	Unknown
P62166	NCS1	Unknown
P62191	PSMC1	Unknown
P62195	PSMC5	Unknown
P62241	RPS8	Unknown
P62244	RPS15A	Unknown
P62249	RPS16	Unknown
P62253	UBE2G1	Unknown
P62256	UBE2H	Unknown
P62258	YWHAE	8.A.98.1.10;
P62263	RPS14	Unknown
P62266	RPS23	Unknown
P62269	RPS18	Unknown
P62273	RPS29	Unknown
P62277	RPS13	Unknown
P62280	RPS11	Unknown
P62304	SNRPE	Unknown
P62306	SNRPF	Unknown
P62308	SNRPG	Unknown
P62310	LSM3	Unknown
P62312	LSM6	Unknown
P62314	SNRPD1	Unknown
P62316	SNRPD2	Unknown
P62318	SNRPD3	Unknown
P62324	BTG1	Unknown
P62328	TMSB4X	Unknown
P62330	ARF6	Unknown
P62333	PSMC6	Unknown
P62341	SELENOT	Unknown
P62380	TBPL1	Unknown
P62424	RPL7A	Unknown
P62487	POLR2G	Unknown
P62491	RAB11A	Unknown
P62495	ETF1	Unknown
P62508	ESRRG	Unknown
P62633	CNBP	Unknown
P62699	YPEL5	Unknown
P62701	RPS4X	Unknown
P62714	PPP2CB	Unknown
P62736	ACTA2	Unknown
P62745	RHOB	Unknown
P62750	RPL23A	Unknown
P62753	RPS6	Unknown
P62760	VSNL1	Unknown
P62805	H4C1	Unknown
P62807	H2BC4	Unknown
P62820	RAB1A	Unknown
P62826	RAN	9.A.60.1.1;
P62829	RPL23	Unknown
P62834	RAP1A	Unknown
P62837	UBE2D2	3.A.20.1.1;
P62841	RPS15	Unknown
P62847	RPS24	Unknown
P62851	RPS25	Unknown
P62854	RPS26	Unknown
P62857	RPS28	Unknown
P62861	FAU	Unknown
P62873	GNB1	8.A.92.1.1;
P62875	POLR2L	Unknown
P62877	RBX1	Unknown
P62879	GNB2	8.A.92.1.7;
P62888	RPL30	Unknown
P62891	RPL39	Unknown
P62899	RPL31	Unknown
P62906	RPL10A	Unknown
P62910	RPL32	Unknown
P62913	RPL11	Unknown
P62917	RPL8	Unknown
P62937	PPIA	Unknown
P62942	FKBP1A	8.A.11.1.2;
P62945	RPL41	Unknown
P62952	BLCAP	Unknown
P62955	CACNG7	8.A.16.2.5;
P62979	RPS27A	Unknown
P62987	UBA52	Unknown
P62993	GRB2	Unknown
P62995	TRA2B	Unknown
P63000	RAC1	Unknown
P63010	AP2B1	9.B.278.1.4;
P63027	VAMP2	1.F.1.1.1;
P63092	GNAS	8.A.92.1.1;
P63096	GNAI1	Unknown
P63098	PPP3R1	Unknown
P63104	YWHAZ	8.A.98.1.2;
P63128	ERVK-9	Unknown
P63146	UBE2B	Unknown
P63151	PPP2R2A	Unknown
P63162	SNRPN	Unknown
P63165	SUMO1	Unknown
P63167	DYNLL1	Unknown
P63172	DYNLT1	Unknown
P63173	RPL38	Unknown
P63208	SKP1	Unknown
P63211	GNGT1	Unknown
P63218	GNG5	Unknown
P63220	RPS21	Unknown
P63241	EIF5A	1.I.1.1.3;
P63244	RACK1	8.A.92.1.4;
P63252	KCNJ2	1.A.2.1.2;
P63261	ACTG1	Unknown
P63267	ACTG2	Unknown
P63272	SUPT4H1	Unknown
P63279	UBE2I	3.A.20.1.1;
P63316	TNNC1	Unknown
P67775	PPP2CA	Unknown
P67809	YBX1	Unknown
P67812	SEC11A	Unknown
P67870	CSNK2B	Unknown
P67936	TPM4	Unknown
P68032	ACTC1	Unknown
P68036	UBE2L3	Unknown
P68104	EEF1A1	Unknown
P68106	FKBP1B	Unknown
P68133	ACTA1	Unknown
P68363	TUBA1B	Unknown
P68366	TUBA4A	Unknown
P68371	TUBB4B	Unknown
P68400	CSNK2A1	Unknown
P68402	PAFAH1B2	Unknown
P68431	H3C1	Unknown
P68543	UBXN2A	Unknown
P68871	HBB	1.A.107.1.2;
P69849	NOMO3	Unknown
P69891	HBG1	Unknown
P69892	HBG2	Unknown
P69905	HBA1;	1.A.107.1.1;
P78310	CXADR	8.A.23.1.14;
P78312	FAM193A	Unknown
P78314	SH3BP2	Unknown
P78316	NOP14	Unknown
P78317	RNF4	Unknown
P78318	IGBP1	Unknown
P78324	SIRPA	Unknown
P78325	ADAM8	Unknown
P78329	CYP4F2	Unknown
P78330	PSPH	Unknown
P78332	RBM6	Unknown
P78333	GPC5	Unknown
P78334	GABRE	Unknown
P78337	PITX1	Unknown
P78344	EIF4G2	Unknown
P78345	RPP38	Unknown
P78346	RPP30	Unknown
P78347	GTF2I	Unknown
P78348	ASIC1	Unknown
P78352	DLG4	8.A.24.1.3;
P78356	PIP4K2B	Unknown
P78357	CNTNAP1	Unknown
P78358	CTAG1A	Unknown
P78362	SRPK2	Unknown
P78363	ABCA4	3.A.1.211.2;
P78364	PHC1	Unknown
P78367	NKX3-2	Unknown
P78368	CSNK1G2	Unknown
P78369	CLDN10	Unknown
P78371	CCT2	Unknown
P78380	OLR1	Unknown
P78381	SLC35A2	2.A.7.12.6;
P78382	SLC35A1	2.A.7.12.11;
P78383	SLC35B1	2.A.7.11.1;
P78385	KRT83	Unknown
P78386	KRT85	Unknown
P78395	PRAME	Unknown
P78396	CCNA1	Unknown
P78406	RAE1	1.I.1.1.3;
P78410	BTN3A2	Unknown
P78411	IRX5	Unknown
P78412	IRX6	Unknown
P78413	IRX4	Unknown
P78415	IRX3	Unknown
P78417	GSTO1	Unknown
P78423	CX3CL1	Unknown
P78424	POU6F2	Unknown
P78426	NKX6-1	Unknown
P78504	JAG1	Unknown
P78508	KCNJ10	1.A.2.1.16;
P78509	RELN	9.B.87.1.47;
P78524	DENND2B	Unknown
P78527	PRKDC	Unknown
P78536	ADAM17	8.A.77.1.2;
P78537	BLOC1S1	Unknown
P78539	SRPX	Unknown
P78540	ARG2	Unknown
P78543	BTG2	Unknown
P78545	ELF3	Unknown
P78549	NTHL1	Unknown
P78552	IL13RA1	8.A.152.1.9;
P78556	CCL20	Unknown
P78559	MAP1A	Unknown
P78560	CRADD	Unknown
P78562	PHEX	Unknown
P78563	ADARB1	Unknown
P79483	HLA-DRB3	Unknown
P79522	PRR3	Unknown
P80075	CCL8	Unknown
P80098	CCL7	Unknown
P80108	GPLD1	Unknown
P80162	CXCL6	Unknown
P80188	LCN2	Unknown
P80192	MAP3K9	Unknown
P80217	IFI35	Unknown
P80294	MT1H	Unknown
P80297	MT1X	Unknown
P80303	NUCB2	Unknown
P80365	HSD11B2	Unknown
P80370	DLK1	Unknown
P80404	ABAT	Unknown
P80511	S100A12	Unknown
P80723	BASP1	1.A.71.1.1;
P80748	IGLV3-21	Unknown
P81172	HAMP	8.A.37.1.2;
P81274	GPSM2	Unknown
P81277	PRLH	Unknown
P81408	ENTREP3	Unknown
P81534	DEFB103A	1.C.85.1.3;
P81605	DCD	1.C.108.1.1;
P82094	TMF1	Unknown
P82251	SLC7A9	2.A.3.8.19;
P82279	CRB1	9.B.87.1.29;
P82650	MRPS22	Unknown
P82673	MRPS35	Unknown
P82914	MRPS15	Unknown
P82930	MRPS34	Unknown
P82932	MRPS6	Unknown
P82979	SARNP	Unknown
P82987	ADAMTSL3	Unknown
P83105	HTRA4	Unknown
P83110	HTRA3	Unknown
P83111	LACTB	Unknown
P83369	LSM11	Unknown
P83436	COG7	Unknown
P83731	RPL24	Unknown
P83876	TXNL4A	Unknown
P83881	RPL36A	Unknown
P83916	CBX1	Unknown
P84022	SMAD3	Unknown
P84074	HPCA	8.A.82.2.8;
P84077	ARF1	Unknown
P84085	ARF5	Unknown
P84090	ERH	Unknown
P84095	RHOG	Unknown
P84098	RPL19	Unknown
P84103	SRSF3	Unknown
P84243	H3-3A	Unknown
P84550	SKOR1	Unknown
P84996	GNAS	Unknown
P85037	FOXK1	Unknown
P85298	ARHGAP8	Unknown
P85299	PRR5	Unknown
P86397	HTD2	Unknown
P86452	ZBED6	Unknown
P86479	PRR20C	Unknown
P86480	PRR20D	Unknown
P98066	TNFAIP6	Unknown
P98073	TMPRSS15	Unknown
P98077	SHC2	Unknown
P98082	DAB2	Unknown
P98088	MUC5AC	Unknown
P98095	FBLN2	Unknown
P98153	DGCR2	Unknown
P98155	VLDLR	Unknown
P98160	HSPG2	Unknown
P98161	PKD1	1.A.5.1.1;
P98164	LRP2	9.B.87.1.14;
P98168	ZXDA	Unknown
P98170	XIAP	Unknown
P98171	ARHGAP4	Unknown
P98172	EFNB1	Unknown
P98173	FAM3A	Unknown
P98174	FGD1	Unknown
P98175	RBM10	Unknown
P98177	FOXO4	Unknown
P98179	RBM3	Unknown
P98182	ZNF200	Unknown
P98187	CYP4F8	Unknown
P98194	ATP2C1	3.A.3.2.5;
P98196	ATP11A	3.A.3.8.17;
P98198	ATP8B2	Unknown
P99999	CYCS	1.A.132.1.1;
Q00005	PPP2R2B	Unknown
Q00013	MPP1	Unknown
Q00056	HOXA4	Unknown
Q00059	TFAM	Unknown
Q00169	PITPNA	Unknown
Q00266	MAT1A	Unknown
Q00325	SLC25A3	2.A.29.4.2;
Q00341	HDLBP	Unknown
Q00403	GTF2B	Unknown
Q00444	HOXC5	Unknown
Q00526	CDK3	Unknown
Q00532	CDKL1	Unknown
Q00534	CDK6	Unknown
Q00535	CDK5	Unknown
Q00536	CDK16	Unknown
Q00537	CDK17	Unknown
Q00577	PURA	Unknown
Q00587	CDC42EP1	Unknown
Q00597	FANCC	Unknown
Q00604	NDP	Unknown
Q00610	CLTC	8.A.137.1.1;
Q00613	HSF1	Unknown
Q00653	NFKB2	Unknown
Q00688	FKBP3	Unknown
Q00722	PLCB2	Unknown
Q00765	REEP5	Unknown
Q00796	SORD	Unknown
Q00839	HNRNPU	Unknown
Q00872	MYBPC1	Unknown
Q00887	PSG9	Unknown
Q00889	PSG6	Unknown
Q00973	B4GALNT1	Unknown
Q00975	CACNA1B	Unknown
Q00978	IRF9	Unknown
Q00987	MDM2	Unknown
Q00994	BEX3	Unknown
Q00G26	PLIN5	Unknown
Q00LT1	PRCD	Unknown
Q01064	PDE1B	Unknown
Q01081	U2AF1	Unknown
Q01082	SPTBN1	8.A.66.1.10;
Q01085	TIAL1	Unknown
Q01094	E2F1	Unknown
Q01101	INSM1	Unknown
Q01105	SET	Unknown
Q01113	IL9R	Unknown
Q01118	SCN7A	Unknown
Q01130	SRSF2	Unknown
Q01151	CD83	Unknown
Q01167	FOXK2	Unknown
Q01196	RUNX1	Unknown
Q01201	RELB	Unknown
Q01344	IL5RA	Unknown
Q01362	MS4A2	1.A.37.3.2;
Q01415	GALK2	Unknown
Q01432	AMPD3	Unknown
Q01433	AMPD2	Unknown
Q01449	MYL7	Unknown
Q01453	PMP22	1.H.1.2.2;
Q01459	CTBS	Unknown
Q01469	FABP5	8.A.33.1.1;
Q01484	ANK2	8.A.28.1.1;
Q01518	CAP1	Unknown
Q01523	DEFA5	Unknown
Q01524	DEFA6	1.C.19.1.7;
Q01534	TSPY1	Unknown
Q01538	MYT1	Unknown
Q01543	FLI1	Unknown
Q01546	KRT76	Unknown
Q01581	HMGCS1	Unknown
Q01628	IFITM3	8.A.58.1.3;
Q01629	IFITM2	8.A.58.1.2;
Q01638	IL1RL1	Unknown
Q01650	SLC7A5	2.A.3.8.25;
Q01658	DR1	Unknown
Q01664	TFAP4	Unknown
Q01668	CACNA1D	1.A.1.11.31;
Q01718	MC2R	9.A.14.2.4;
Q01726	MC1R	Unknown
Q01740	FMO1	Unknown
Q01780	EXOSC10	Unknown
Q01804	OTUD4	Unknown
Q01813	PFKP	Unknown
Q01814	ATP2B2	3.A.3.2.40;
Q01826	SATB1	Unknown
Q01831	XPC	Unknown
Q01844	EWSR1	Unknown
Q01850	CDR2	Unknown
Q01851	POU4F1	Unknown
Q01860	POU5F1	Unknown
Q01892	SPIB	Unknown
Q01954	BNC1	Unknown
Q01955	COL4A3	Unknown
Q01959	SLC6A3	2.A.22.1.3;
Q01968	OCRL	9.A.1.3.1;
Q01970	PLCB3	Unknown
Q01973	ROR1	8.A.23.1.60;
Q01974	ROR2	Unknown
Q02040	AKAP17A	Unknown
Q02078	MEF2A	Unknown
Q02080	MEF2B	Unknown
Q02083	NAAA	Unknown
Q02086	SP2	Unknown
Q02094	RHAG	1.A.11.4.3;
Q02108	GUCY1A1	Unknown
Q02127	DHODH	Unknown
Q02153	GUCY1B1	Unknown
Q02156	PRKCE	Unknown
Q02161	RHD	1.A.11.4.3;
Q02218	OGDH	Unknown
Q02221	COX6A2	3.D.4.11.1;
Q02223	TNFRSF17	Unknown
Q02224	CENPE	Unknown
Q02241	KIF23	Unknown
Q02246	CNTN2	8.A.23.1.3;
Q02252	ALDH6A1	Unknown
Q02297	NRG1	Unknown
Q02318	CYP27A1	Unknown
Q02363	ID2	Unknown
Q02383	SEMG2	Unknown
Q02388	COL7A1	Unknown
Q02410	APBA1	8.A.24.2.2;
Q02413	DSG1	Unknown
Q02446	SP4	Unknown
Q02447	SP3	Unknown
Q02487	DSC2	8.A.204.1.5;
Q02505	MUC3A	Unknown
Q02535	ID3	Unknown
Q02539	H1-1	Unknown
Q02543	RPL18A	Unknown
Q02548	PAX5	Unknown
Q02556	IRF8	Unknown
Q02575	NHLH1	Unknown
Q02577	NHLH2	Unknown
Q02641	CACNB1	Unknown
Q02643	GHRHR	9.A.14.4.7;
Q02742	GCNT1	Unknown
Q02747	GUCA2A	Unknown
Q02750	MAP2K1	Unknown
Q02763	TEK	Unknown
Q02779	MAP3K10	Unknown
Q02790	FKBP4	Unknown
Q02809	PLOD1	Unknown
Q02817	MUC2	Unknown
Q02818	NUCB1	Unknown
Q02833	RASSF7	Unknown
Q02846	GUCY2D	8.A.85.1.3;
Q02878	RPL6	Unknown
Q02880	TOP2B	Unknown
Q02928	CYP4A11	Unknown
Q02930	CREB5	Unknown
Q02952	AKAP12	Unknown
Q02962	PAX2	Unknown
Q02978	SLC25A11	2.A.29.2.13;
Q02985	CFHR3	Unknown
Q03001	DST	Unknown
Q03013	GSTM4	Unknown
Q03014	HHEX	Unknown
Q03052	POU3F1	Unknown
Q03060	CREM	Unknown
Q03111	MLLT1	Unknown
Q03112	MECOM	Unknown
Q03113	GNA12	Unknown
Q03135	CAV1	8.A.26.1.1;
Q03154	ACY1	Unknown
Q03164	KMT2A	Unknown
Q03167	TGFBR3	Unknown
Q03181	PPARD	Unknown
Q03188	CENPC	Unknown
Q03252	LMNB2	Unknown
Q03393	PTS	Unknown
Q03395	ROM1	Unknown
Q03403	TFF2	Unknown
Q03405	PLAUR	Unknown
Q03426	MVK	Unknown
Q03431	PTH1R	9.A.14.4.11;
Q03468	ERCC6	Unknown
Q03518	TAP1	3.A.1.209.1;
Q03519	TAP2	3.A.1.209.1;
Q03591	CFHR1	Unknown
Q03692	COL10A1	Unknown
Q03701	CEBPZ	Unknown
Q03721	KCNC4	Unknown
Q03923	ZNF85	Unknown
Q03933	HSF2	Unknown
Q03989	ARID5A	Unknown
Q04118	PRB3	Unknown
Q04206	RELA	Unknown
Q04323	UBXN1	Unknown
Q04446	GBE1	Unknown
Q04609	FOLH1	9.B.229.1.8;
Q04637	EIF4G1	Unknown
Q04656	ATP7A	3.A.3.5.6;
Q04671	OCA2	2.A.45.2.1;
Q04695	KRT17	Unknown
Q04721	NOTCH2	Unknown
Q04724	TLE1	Unknown
Q04725	TLE2	Unknown
Q04726	TLE3	Unknown
Q04727	TLE4	Unknown
Q04741	EMX1	Unknown
Q04743	EMX2	Unknown
Q04756	HGFAC	Unknown
Q04759	PRKCQ	Unknown
Q04760	GLO1	Unknown
Q04771	ACVR1	Unknown
Q04828	AKR1C1	Unknown
Q04837	SSBP1	Unknown
Q04844	CHRNE	1.A.9.1.1;
Q04864	REL	Unknown
Q04900	CD164	Unknown
Q04912	MST1R	Unknown
Q04917	YWHAH	Unknown
Q04941	PLP2	1.A.64.5.2;
Q05066	SRY	Unknown
Q05084	ICA1	Unknown
Q05086	UBE3A	Unknown
Q05193	DNM1	Unknown
Q05195	MXD1	Unknown
Q05209	PTPN12	Unknown
Q05215	EGR4	Unknown
Q05315	CLC	Unknown
Q05329	GAD2	Unknown
Q05397	PTK2	Unknown
Q05469	LIPE	Unknown
Q05481	ZNF91	Unknown
Q05513	PRKCZ	Unknown
Q05516	ZBTB16	Unknown
Q05519	SRSF11	Unknown
Q05586	GRIN1	1.A.10.1.20;
Q05639	EEF1A2	Unknown
Q05655	PRKCD	Unknown
Q05682	CALD1	Unknown
Q05707	COL14A1	Unknown
Q05823	RNASEL	Unknown
Q05901	CHRNB3	Unknown
Q05923	DUSP2	Unknown
Q05925	EN1	Unknown
Q05932	FPGS	Unknown
Q05940	SLC18A2	2.A.1.2.29;
Q05996	ZP2	Unknown
Q05BQ5	MBTD1	Unknown
Q05D32	CTDSPL2	Unknown
Q05D60	DEUP1	Unknown
Q06033	ITIH3	Unknown
Q06055	ATP5MC2	3.A.2.1.15;
Q06124	PTPN11	Unknown
Q06136	KDSR	Unknown
Q06141	REG3A	1.C.111.1.2;
Q06187	BTK	Unknown
Q06190	PPP2R3A	Unknown
Q06203	PPAT	Unknown
Q06210	GFPT1	Unknown
Q06265	EXOSC9	Unknown
Q06278	AOX1	Unknown
Q06323	PSME1	Unknown
Q06330	RBPJ	Unknown
Q06413	MEF2C	Unknown
Q06416	POU5F1B	Unknown
Q06418	TYRO3	Unknown
Q06432	CACNG1	8.A.16.1.1;
Q06455	RUNX1T1	Unknown
Q06481	APLP2	Unknown
Q06495	SLC34A1	2.A.58.1.5;
Q06520	SULT2A1	Unknown
Q06546	GABPA	Unknown
Q06547	GABPB1	Unknown
Q06587	RING1	Unknown
Q06609	RAD51	Unknown
Q06643	LTB	Unknown
Q06710	PAX8	Unknown
Q06730	ZNF33A	Unknown
Q06787	FMR1	Unknown
Q06828	FMOD	Unknown
Q06830	PRDX1	Unknown
Q06889	EGR3	Unknown
Q06945	SOX4	Unknown
Q07001	CHRND	1.A.9.1.1;
Q07002	CDK18	Unknown
Q07011	TNFRSF9	9.B.87.4.2;
Q07020	RPL18	Unknown
Q07021	C1QBP	9.B.103.1.1;
Q07065	CKAP4	8.A.149.1.1;
Q07075	ENPEP	Unknown
Q07092	COL16A1	Unknown
Q07108	CD69	1.C.111.1.18;
Q07157	TJP1	8.A.24.1.9;
Q07283	TCHH	Unknown
Q07325	CXCL9	Unknown
Q07326	PIGF	Unknown
Q07343	PDE4B	Unknown
Q07352	ZFP36L1	Unknown
Q07444	KLRC3	Unknown
Q07617	SPAG1	Unknown
Q07627	KRTAP1-1	Unknown
Q07654	TFF3	Unknown
Q07666	KHDRBS1	Unknown
Q07687	DLX2	Unknown
Q07699	SCN1B	8.A.17.1.4;
Q07812	BAX	1.A.21.1.2;
Q07817	BCL2L1	1.A.21.1.1;
Q07820	MCL1	Unknown
Q07837	SLC3A1	8.A.9.1.2;
Q07864	POLE	Unknown
Q07866	KLC1	Unknown
Q07869	PPARA	9.B.208.1.6;
Q07889	SOS1	Unknown
Q07890	SOS2	Unknown
Q07912	TNK2	Unknown
Q07954	LRP1	9.B.87.1.16;
Q07955	SRSF1	Unknown
Q07960	ARHGAP1	Unknown
Q07973	CYP24A1	Unknown
Q08043	ACTN3	Unknown
Q08050	FOXM1	Unknown
Q08116	RGS1	Unknown
Q08117	TLE5	Unknown
Q08170	SRSF4	Unknown
Q08174	PCDH1	Unknown
Q08188	TGM3	Unknown
Q08209	PPP3CA	Unknown
Q08211	DHX9	Unknown
Q08257	CRYZ	Unknown
Q08289	CACNB2	8.A.22.1.2;
Q08334	IL10RB	8.A.132.1.13;
Q08345	DDR1	Unknown
Q08357	SLC20A2	2.A.20.2.3;
Q08378	GOLGA3	Unknown
Q08379	GOLGA2	Unknown
Q08380	LGALS3BP	Unknown
Q08397	LOXL1	Unknown
Q08426	EHHADH	Unknown
Q08431	MFGE8	Unknown
Q08462	ADCY2	Unknown
Q08477	CYP4F3	Unknown
Q08493	PDE4C	Unknown
Q08495	DMTN	Unknown
Q08499	PDE4D	Unknown
Q08554	DSC1	Unknown
Q08623	PUDP	Unknown
Q08629	SPOCK1	Unknown
Q08648	SPAG11B	1.C.85.1.5;
Q08708	CD300C	Unknown
Q08722	CD47	1.N.1.1.1;
Q08752	PPID	Unknown
Q08828	ADCY1	Unknown
Q08830	FGL1	Unknown
Q08881	ITK	Unknown
Q08945	SSRP1	Unknown
Q08999	RBL2	Unknown
Q08AD1	CAMSAP2	Unknown
Q08AE8	SPIRE1	Unknown
Q08AG5	ZNF844	Unknown
Q08AG7	MZT1	Unknown
Q08AH1	ACSM1	Unknown
Q08AH3	ACSM2A	Unknown
Q08AM6	VAC14	Unknown
Q08ET2	SIGLEC14	Unknown
Q08J23	NSUN2	Unknown
Q09013	DMPK	Unknown
Q09019	DMWD	Unknown
Q09028	RBBP4	Unknown
Q09161	NCBP1	9.A.60.1.1;
Q09327	MGAT3	Unknown
Q09328	MGAT5	Unknown
Q09428	ABCC8	3.A.1.208.4;
Q09470	KCNA1	1.A.1.2.12;8.B.31.1.1;
Q09472	EP300	Unknown
Q09666	AHNAK	Unknown
Q09FC8	ZNF415	Unknown
Q0D2H9	GOLGA8DP	Unknown
Q0D2I5	IFFO1	Unknown
Q0D2K0	NIPAL4	2.A.7.25.4;
Q0D2K3	RIPPLY1	Unknown
Q0GE19	SLC10A7	2.A.28.3.1;
Q0IIM8	TBC1D8B	Unknown
Q0JRZ9	FCHO2	Unknown
Q0P5N6	ARL16	Unknown
Q0PNE2	ELP6	Unknown
Q0VAK6	LMOD3	Unknown
Q0VAM2	RASGEF1B	Unknown
Q0VAQ4	SMAGP	Unknown
Q0VD83	APOBR	Unknown
Q0VD86	INCA1	Unknown
Q0VDD7	BRME1	Unknown
Q0VDD8	DNAH14	Unknown
Q0VDF9	HSPA14	Unknown
Q0VF96	CGNL1	Unknown
Q0VG06	FAAP100	Unknown
Q0VG99	MESP2	Unknown
Q0VGL1	LAMTOR4	Unknown
Q0WX57	USP17L24	Unknown
Q0ZGT2	NEXN	Unknown
Q0ZLH3	PJVK	1.C.123.1.7;
Q10469	MGAT2	Unknown
Q10471	GALNT2	Unknown
Q10472	GALNT1	Unknown
Q10567	AP1B1	9.B.278.1.1;
Q10570	CPSF1	Unknown
Q10571	MN1	Unknown
Q10586	DBP	Unknown
Q10587	TEF	Unknown
Q10588	BST1	Unknown
Q10589	BST2	1.D.118.1.1;
